title,grade,element,way
#[면역력]아이밥 참치계란밥,초급, 쌀밥 2공기# 참치캔 1개# 달걀 3개# 소금 약간# 캐찹 적당히#,달걀 3개를 깨서 소금 한꼬집을 넣고 풀어주세요.#참치캔을 따서 기름은 쪽 빼고 달걀에 넣어주세요.#달군팬에 버터를 넣어주세요.#밥을 볶아주세요.#참치달걀물을 부어주세요.#뒤적뒤적 골고루 볶은 후 통깨로 마무리#
출출할때 필요한 꿀 떨어지는 허니윙 ★,아무나, 닭날개 18개# 견과류 약간# 맛술 1숟가락# 올리브유 1숟가락# 소금 약간# 후추 약간# 바질 약간# 간장 3숟가락# 다진마늘 1숟가락# 꿀 3숟가락# 맛술 2숟가락# 후추 약간#,닭날개의 칼집을 낸 후 밑간 재료를 넣고 10분간 재운다.닭날개가 누린내가 심하다면 우유에 10분간 담가 사용해요. #볼에 소스 재료를 넣고 섞어 소스를 만든다.#팬에 올리브유를 두른 후 밑간한 닭날개를 앞뒤로 굽는다.#닭날개가 노릇하게 구워졌으면 소스를 넣고 소스가 졸아들때까지 약불로 졸인다.#접시에 닭날개를 올린 뒤 다진 견과류를 뿌려 완성한다.#
"두부강정 ,두부반찬, 아이반찬",아무나, 두부 1모# 부침가루(밀가루) 1/2종이컵# 진간장 5T# 다진마늘 1T# 올리고당 2T# 물 1소주컵#,"두부강정 만드는법 재료: 두부한모, 튀김가루 2/1, 재료참 간단하죠?ㅋㅋㅋㅋ, 두부색이 왜이렇게 나왔나몰라 ㅋㅋ, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ#두부는 깍뚝썰기 해주세요 , 키친타올로 대충 물기를 제거해주세요너무크게썰지마세요 안에 간이안배이기때문에 따로놀아요~#그리고 비닐팩에 부침가루를 넣고 살살 흔들어주세요 , 그럼 가루가 이렇게 골고루 잘 묻는답니다^^#그다음 팬에 기름을 넉넉히 두른후 , 노릇노릇해질때까지 구워주세요~, 간은 안했지만 먹어보니 맛나네요 ㅋㅋㅋㅋㅋ#물을 먼저 넣어준후 나머지양념들을 넣어주세요 , 그래야 타지않아요~, 지금부터는 약불로 조려주세요~약불#세연이가 케찹을 싫어해서 이번엔 간장을 이용해서 만들었는데요 , 마늘이 들어가서인지 저 튀김가루부분이랑 같이 먹음, 마늘치킨맛이 난다는 ㅋㅋㅋㅋㅋㅋ, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ, 의도치않게 ㅋㅋㅋㅋㅋㅋ#전 튀김가루가 떨어지면서, 자기네들끼리 뭉친게 양념이 배겨 맛있더라구요 ㅋㅋㅋㅋ, 세연이도 잘먹고 , 만들면서 한개씩 주어먹었는데, 맥주가 생각나는맛이라고나 할까요?ㅋㅋㅋㅋㅋㅋ#"
튀기지 않은 토스트 핫도그,초급, 식빵 3장# 슬라이스치즈 3장# 소시지 3개# 달걀 1개# 설탕 1/2작은술# 우유 1큰술#,"그릇에 달걀을 깨은 다음 설탕 1/2작은술, 우유 1큰술을 넣고 저어 줍니다. (달달하게 드시고 싶으신분들은 설탕을 조금 더 넣어 주셔도 됩니다.)#식빵의 갈색부분을 자른 다음 방망이로 밀어 주세요. 방망이로 밀은 식빵을 달걀물에 가볍게 앞,뒤로 담구어 줍니다.#식빵을 놓고 그 위에 슬라이스치즈로 돌돌 말은 소시지를 놓은 다음 돌돌 말아 주세요. 말은 끝부분이 아래에 오도록 하여 놓아 주세요.#빵가루에 파슬리가루를 섞은 다음 돌돌 말은 식빵을 놓고 빵가루를 골고루 묻혀 줍니다.#달구어진 팬에 기름을 두르고 식빵을 놓고 앞, 뒤, 옆면을 익혀 주세요. 불은 약불에 두고 천천히 익혀 주세요.#"
에어프라이어 깐풍만두 만들기,아무나, 만두 13개# 간장 2# 올리고 당 1# 설탕 1# 식초 1# 다진 마늘 1# 대파 1/3# 홍고추 1/2# 후춧가루 적당량#,"에어프라이어에 만두 13개를 넣고 200도에서 15분 정도 돌려줍니다.에어프라이어#대파 1/3, 홍고추 1/2를 송송 썰어 준비하고#달군 팬에 식용유 1을 두르고 다진 마늘 1, 썰어 놓은 대파, 홍고추를 넣어 달달 볶다, #깐풍 소스 재료인 간장 2, 올리고 당 1, 식초 1, 맛술 1, 설탕 1, 후춧가루 적당량을 넣어 바글바글 끓여주세요.#그리고 에어프라이어에 튀긴 만두를 넣고#양념을 고루 묻혀 마무리해주세요.#깐풍만두 완성 ^^#"
맛남의광장 성시경레시피~머쉬마루버섯 버터간장구이,아무나, 머쉬마루 버섯 400g# 버터 2개# 간장 2큰술# 통깨 약간# 식용유 약간#,"마늘편으로 썰고 머쉬마루버섯 준비해주세요#기름두른 팬위에 마늘 볶아준후, 머쉬마루버섯과 버터2조각 넣고 볶아주세요 버터가 좋으면 더욱 맛있다고 하네요~#버섯이 볶아지면 간장2큰술~#조리듯이 볶아지면 완성~, 마지막에 쪽파 넣었는데 없어서, 통깨 뿌려줬어요~#간단하고 고소하고 맛있어요, 밥반찬으로 술안주로 좋아요~^^#"
버섯 들깨소스 무침,초급, 느타리버섯 200g# 표고버섯 4개# 쪽파 2대# 들깨가루 2Ts# 멸치액젓 1Ts# 비정제 황설탕 1/2ts# 들기름 2ts#,"느타리버섯은 적당한 두께로 찢어서 준비하고,#표고버섯은 두툼하게 슬라이스해서 준비해요.#끓는 물에 소금을 약간만 넣어서 느타리버섯을 데쳐내고, 표고버섯도 넣어서 살짝 데쳐내 물기를 빼주세요.#체에 밭쳐 물기를 뺀 다음, 양념하기 전에 손으로 한번 더 물기를 짜주면 좋아요.#멸치액젓 1Ts, 비정제 황설탕 1/2ts, 들기름 2ts을 잘 섞어서 준비하고#물기를 뺀 버섯에 양념을 넣어서 고루 섞어줍니다.#액젓과 양념들이 고루 배이면 들깻가루를 넣어서 섞어주고,#송송 썬 쪽파를 넣어서 섞어주고 마무리 해주세요.#"
"여름엔 진리, ""참치오이롤초밥""♪",아무나, 오이 1개# 밥 1공기# 참치 1캔(1캔 100g)# 양파 1/4개# 마요네즈 4스푼# 설탕 1스푼# 소금 1꼬집# 깨 조금#,"참치캔을 따서 기름을 제거하고 그릇에 담은 다음, 숟가락으로 으깨줍니다.#양파 4분의 1조각도 다져서 준비하구요~#으깬 참치에 양파를 넣고 분량의 양념을 넣어줍니다.#그리고 잘 섞어주세요~ 이러면 참치 샐러드 완성인데요.. 이건 숟가락으로 그냥 퍼먹어도 맛나답니다.#오이는 흐르는 물에 깨끗이 씻은후 필러를 이용해서 포를 떠듯이 한겹 한겹 벗겨내줍니다.#오이에 필러대면 부드럽게~ 한번에 벗겨진답니다.#밥1공기도 준비해주고요,, 그냥 사용해도 무방하나 참기름, 소금으로 살짝 간해주면 더 맛있게 먹을 수 있어요.#도마위에 오이를 펼쳐놓고 주먹밥을 만들듯 밥을 뭉쳐서 오이 너비에 맞춰 손으로 빚고 올려줍니다.#그리고 돌돌 말아주세요.#오이 수분으로 인해 자동접착이 되니 그냥 말아주기만 하면 되구요~ , 이렇게 놔두면 오이롤초밥 완성인데요~#더 맛있게 먹기 위해 참치샐러드를 올려주어 참치오이롤초밥을 완성합니다.#"
두부고기 맛이 나는 두부볶음~~,아무나, 단단한 두부 1모# 다진 마늘 1Ts# 물 3Ts# 고추장(평평하게 깎아서 계량) 1Ts# 간장 1Ts# 굴소스 1/2Ts# 올리고당 2Ts# 참기름 1Ts# 깨 1Ts#,"두부는 얇팍하게 썰어주세요두께가 약 5mm정도 되게~ 그리고 키친타올로 물기를 닦아서 달군팬에 오일을 두르고 중불에서 구워줍니다#앞뒤로 노릇노릇 바삭하게 ~~, 여기에서 노릇하게 구워주셔야 두부고기처럼 쫄깃한 식감을 얻을 수 있답니다~#두부가 다 구워졌다면 다진마늘을 약불에서 오일에 골든브라운이 될때까지 볶아주세요그리고 색이나면 바로 물을 3Ts넣어주세요 그래야 마늘이 타지않는답니다~#볶은 마늘에 고추장, 간장, 굴소스, 올리고당을 넣고 약불에서 끓이다가 가상자리에 부르르끓어오르면#구운두부를 넣고 볶다가#참기름, 깨를넣고 버무려서#접시에 담아냅니다#"
김이 쫄깃쫄깃!? 얌무가 요즘 맨날 먹는 김 장아찌 만들기,아무나, 김밥김 20장# 물 200ml# 간장 10T# 올리고당 5T# 다진 마늘 1T# 참기름 5T#,먼저 김을 6등분으로 잘라주세요.#참기름을 제외한 물과 양념장들을 모두 넣고 끓여줍니다중불#한번 끓으면 불을 끄고 참기름을 넣어줍니다.#밀폐용기에 김을 넣고 양념을 부어줍니다.#김에 양념이 잘 배여들 수 있도록 눌러줍니다.#뒤집어서 윗면도 적셔주면 끝!#
밥에 쓱싹 비벼 먹는 참치 양념장,아무나, 마일드 참치 1캔# 양파 1/4개# 진간장 2수저# 미림 2수저# 참기름이나 들기름 1/2수저# 후추 약간#,"마일드 참치, 양파를 준비해 주시고 양파는 잘게 다져 주세요#참치의 기름은 따로 빼주세요, 귀찮으면 안 빼셔도 돼요, 미림 2, 간장 2 넣어서 섞어주세요(따로 빼낸 참치 기름은 김치찌개나 순두부찌개에 넣으면 맛있어요)#양파 다진 거 넣고>후추 약간 뿌리고>참기름이나 들기름 반 수저 넣고>섞은 후 양념이 잘 베이게 수저로 약간 눌러주세요바로 밥에 비벼 드시면 됩니다#초간단 참치 양념장 완성입니다!, 와.. 저 이거에 밥 두 공기 먹었어요!!!, 밥 위에 참치 양념 올리고 계란 프라이 하나 최악~해 올려주면 혼자서 밥 먹을 때도 친구 초대했을 때도 초간단으로 먹을 수 있어 참 좋아요 진짜 맛있으니 꼭 해 드셔 보세요~~#"
카페 부럽지 않은 '베이컨에그토스트'!식빵으로 쉽게 만들기!,아무나, 식빵 2장# 베이컨 2줄# 계란 2개# 슬라이스치즈 2장# 파슬리가루 약간# 딸기잼 약간#,"먼저 식빵과 치즈를 한 장당 이등분 해서 각각 4조각씩 만들어요.#식빵 한쪽면에 딸기쨈->치즈 순으로 놓고 다른 식빵 조각을 덮어 줍니다.그 다음 베이컨으로 식빵 겉면을 돌돌 말아줍니다.#계란을 깨서 파슬리 가루와 섞어줍니다.소금간은 따로 하지 않았습니다#계란물로 샤워 해 줍니다.#달궈진 팬에 올리브유를 두르고 식빵 앞면, 뒷면, 옆면을 노릇노릇하게 골고루 구워 줍니다.#쨔자자자잔!!! 베이컨에그토스트 완성입니다.#한입 먹어보니 달달한 딸기잼과 고소한 치즈, 계란, 베이컨 조합이 넘나 맛있더라구요.정말 커피에다 맛있는 토스트 먹고 있으니 카페가 부럽지 않더라구요ㅎ#"
촉촉하고 부드러운 초코크랙쿠키 만들기(+버터없이도 가능해요~!!),아무나, 버터 또는 식용유 100g# 계란 2개# 설탕 100g# 소금 2꼬집# 박력분 180g# 코코아파우더 50g# 베이킹파우더 4g# 슈가파우더#,"재료를 준비해주세요~.#버터는 부드럽게 풀어주세요~., (식용유는 그냥 사용하시면 된답니다~!!)#설탕을 넣고 섞어주세요~.#계란은 하나씩 넣어가며 섞어주세요~., (계란을 2개 동시에 넣으면 분리가 날수가 있기 때문에 하나씩 넣어주세요~!!)#박력분, 베이킹파우더, 코코아파우더를 체에쳐 넣어주세요~.#가루가 안보일때까지 섞어준뒤 냉장고에 10분정도 휴지시켜주세요~.#반죽을 20g정도씩 분할해주세요~.#동글동글하게 모양을 만들어주세요~.#슈가파우더를 듬뿍 뭍혀주세요~.#쿠키가 구워지면서 커지기때문에 간격을 유지해주세요~.#180도의 오븐에서 10분 구워주면 예쁘고 맛있는 초코크랙쿠키 완성입니다~!!♡♡♡오븐#"
맥주와 환상궁합! 백종원 칠리새우 쉽게 만들기,아무나, 칵테일 새우 1컵(종이컵)# 식용유 3T# 다진마늘 1T# 버터 1T# 후추 톡톡# 케찹 2T# 고추가루 1T# 설탕 1T# 간장 1T# 식초 1T#,"먼저 케찹2T,고춧가루1T 설탕1T,간장1T,식초1T를 섞어줍니다.(T:성인 숟가락 기준)소스는 본인 기호에 맞게 조절하셔도 된다고 해요#달궈진 팬에 식용유 3스푼을 둘러준 뒤 마늘 1스푼을 달달달 볶아 마늘기름을 만듭니다.#마늘 기름에 칵테일 새우를 넣고 볶아 줍니다.#새우가 어느 정도 볶아지면 이제 미리 만들어 놓은 양념을 다 넣고 골고루 볶아 줍니다!백주부님은 물을 조금 넣으라고 하셨는데 냉동된 칠리새우라 그런지 물기가 많이 생겨 따로 물을 넣진 않았어요볶다가 소스가 약간 되직하다 싶으면 그때 물을 약간 넣어 조절하셔요#버터 1스푼을 넣고 다시한번 골고루 볶아준뒤 후추 조금 뿌려주면 완성입니다!#맥주와 환상궁합 백종원 칠리새우 완성입니다. 한입 먹어보니 감칠맛이 확 돌면서 참 맛있어요!맥주안주는 말할것도 없고 반찬으로도 참 좋아요!#"
[간단 자취요리] 닭가슴살캔으로 치즈 불닭 만들기 / 혼술안주,아무나, 닭가슴살 통조림(중간크기) 1캔# 양파(작은거) 1개# 양배추 1줌# 고추장 2T# 고춧가루 3T# 간장 1T# 설탕 2T# 다진마늘 1T#,"재료를 준비해주세요.#우선 양파를 한입 크기로 썰어줍니다 :) 취향껏 채썰어도 좋아요#양배추도 같은 크기로 썰어주세요#모든 양념을 넣고 섞어주세요고추장2T, 고춧가루3T, 간장1T, 설탕2T, 다진마늘1T#팬에 닭가슴살, 야채, 양념을 모두 넣어주세요#볶다보면 야채에서 물이 나오지만 물을 조금 첨가해 주셔도 좋아요.중불#이제 기름을 두르고 센불에 마무리로 볶아주세요센불#이대로 먹어도 좋지만 저는 치즈를 추가해볼게요.#전자레인지에 돌려주면 끝!전자레인지#"
"10분이면 Ok, 칼로리 걱정 없는 두부 마요네즈 만들기!",아무나, 두부 200g# 레몬즙 4큰술# 올리브오일 5큰술# 소금 1/2티스푼#,"먼저 두부는 4등분 하여 끓는 물에 2분 정도 데쳐 주세요.두부냄비,체,칼,도마#그리고 블렌더에 데친 두부, 레몬즙 4큰술, 소금 1/2 티스푼을 넣고 갈아줍니다.두부, 레몬즙, 소금블렌더#시원하게 갈아준 후 올리브오일 5큰술을 2번에 나눠 넣고 곱게 갈아주면 완성입니다.올리브오일을 한 번에 넣게 되면 잘 섞이지 않기 때문에 2.5큰술 넣고 한 번 갈아주고, 2.5 큰술 넣고 또 한 번 갈아주세요. :)#"
겨자 한 스푼으로 느끼함 잡아주는 오이맛살마요무침~,아무나, 오이 1개# 맛살 5개# 굵은소금 2스푼# 설탕 2스푼# 식초 2스푼# 연겨자 1티스푼# 마요네즈 3스푼# 검은깨 조금#,"오이는 소금 1스푼으로 벅벅 문질러 깨끗이 씻어서 3등분해주세요.다시 4등분으로 잘라서 씨를 제거 한 후 얇게 썰어주세요#얇게 썬 오이에 소금 1,설탕 2,식초 2 를 넣고 버무려둡니다#그 사이 맛살을 준비해주세요.3등분한 후 얇게 썰어주시거나 찢어서 준비합니다#재워 둔 오이를 몇번 조물조물하다가 물기를 적당히 짜주고 준비한 맛살과 담습니다#마요네즈 3스푼 넣고 버무리다가 연겨자 1티스푼 넣고 다시 버무려줍니다.좀 더 강한맛을 원하시면 양념을 더 추가해주세요#접시에 담고 검은깨 솔솔 뿌려주면 완성~#"
아침식사 굿굿! 노오븐 에어프라이어 스위트콘 콘옥수수 치즈 모닝빵,아무나, 모닝빵 4개# 스위트콘 1종이컵# 모짜렐라치즈 1/2종이컵# 머스타드 2스푼# 마요네즈 2스푼# 후추 조금톡톡#,"그릇에 모짜렐라치즈,옥수수,머스타드,마요네즈,후추를 넣고 잘 섞어 줍니다#모닝빵 속을 파내서 그릇처럼 만듭니다#옥수수 섞은것을 빵속에 넣어 주세요#에어프라이어에 180도로 8분 구워 주면 완성!에어프라이어기계에따라 온도가 다를수 있으니 중간에 확인하면서 조리해주세용#"
10분이면 뚝딱! 밥보다 면이지~ 간장계란면:D,아무나, 소면 100원동전# 달걀 2개# 간장 2숟가락# 올리고당 1숟가락# 매실액 1숟가락# 식초 1숟가락# 참기름 1숟가락# 고춧가루 약간# 후추 약간#,"끓는 물에 소면 넣고 끓이기.#끓으면 찬물 살짝 붓기. 세번 반복.#찬물에 박박 비벼서 헹구기., *면 절대 안끊어지니까 손빨래하듯 양손으로 잡고 비벼헹구세요., 그래야 안불고 쫄깃해집니다.#달걀 두개 반숙으로 부치기.#볼에 양념 만들어두기.#체에 받쳐 둔 국수 넣고 버무리기.#그릇에 담기.#달걀프라이 얹고 깨뿌리기.#※ 매콤달콤 김치비빔국수도 땡긴다면? →  @6905804 #"
후다닥!!!두부 크래미 달걀볶음!,아무나, 두부 1/2모# 크래미 1봉지# 달걀 5개# 당근 조금# 깻잎 1장# 소금 1스푼# 양파 기름(식용류) 2스푼# 후추가루 조금# 참기름 조금#,"두부반모를 준비합니다#좀작은듯 깍두기모양으로 썰어줍니다#볼에넣고 끓인물을 부어줍니다~, 5분정도 담구어 주었다가 채반에 물기를 빼줍니다#달걀을 5개정도 깨주시고 , 소금조금넣고 잘섞어주신다음, 가위로 잘라주세요#크래미 한봉지를 적당한 크기로 찢어주세요#양파기름 2스푼을 넣고 바로두부를 넣고 살살 볶아줘요#2분정도 두부볶으시다가 그위에 크래미와 당근을 넣고 볶아줍니다, 다른야채를 넣고 하셔도 되요#살살볶으신거에 풀어놓은 달걀물을 부어주세요#불은 중불로 낮추시고 후추가루를 조금뿌리신다음, 살살 저어가면서 볶아주세요, 이때 소금을 살짝뿌려주세요#달걀물이 다 익으면 불을 끄시고 참기름조금과 통깨로 마무리 합니다#"
"차돌박이 참나물 샐러드 , 쉽고 간단하지만 폼나고 맛있다.",아무나, 참나물 400g# 차돌박이 300g# 다진마늘 1스푼# 참기름 2스푼# 간장 2스푼# 멸치액젓 1.5스푼# 식초 2스푼# 고춧가루 1스푼# 설탕 1스푼# 깨 약간#,"참나물은 최대한 찬물로 헹구듯 씻어 , 채에 받쳐 물기를 빼준 뒤#먹기좋은 크기로 썰어 준비한다.#볼에 다진마늘 1스푼 , 간장2스푼 , 멸치액젓 1.5스푼 , 식초2스푼 , 참기름 2스푼 , 고춧가루 1스푼 , 설탕1스푼을 넣어 잘 섞어주고#준비한 참나물을 섞어둔 양념에 넣어 뭉개지지 않도록 살살 버무려준다.#버무린 참나물에 깨를 듬뿍 뿌려 준다.#그릇에 담기 전 차돌박이를 팬에 바짝 구워 참나물과 함께 곁들여내기만 하면 끝 -#완성된 차돌박이 참나물 샐러드 !, ( 사진은 완성된 음식의 절반만 담은 모습 )#"
초간단 밥도둑! 달걀장조림을 뒤 이을 간장두부장 ♥,아무나, 두부 1모# 간장 1종이컵# 올리고당 1/2종이컵# 매실액 1/2종이컵# 물 1/2종이컵# 다진 마늘 1숟가락# 후추 약간# 통깨 1/2숟가락# 양파 1/4개# 청양고추 1개# 홍고추 1개#,양파는 다지고 청양고추와 홍고추는 반으로 가른 후 송송 썬다.#볼에 양념 재료를 넣고 양념장을 만든다.#끓는 물에 두부를 3분간 데친다.#데친 두부는 한 입 크기로 썰고 키친타월로 물기를 제거한다.#밀폐용기에 데친 두부를 넣고 양념장을 부어 완성한다.반 나절 냉장고에서 숙성 후 드세요. #
베이컨 양파덮밥,아무나, 밥 1공기# 베이컨 3줄# 양파 1개# 쪽파 4대# 계란 1개# 식용유 1큰술# 들기름 1큰술# 깨소금 약간# 간장 2큰술# 올리고당 2큰술# 맛술 1큰술# 굴소스 1작은술# 물 1큰술#,"위의 양념을 넣고 간장소스를 만들어주세요#팬에 베이컨을 넣고 볶아주세요.#베이컨은 따로 담아내고, 그팬에 식용유를 두르고 양파를 볶아주세요.#양파가 숨이 죽으면 간장 소스를넣고 졸려주세요.#국물이 자작해지면 들기름 1큰술을 넣고 섞어주세요.#팬에 식용유를 두르고 계란후라이를 부쳐 주세요.#완성그릇에 밥을 담고,양파볶음을 담아준후#베이컨을 담고 그위에 계란후라이를 담고, 송송썬 쪽파와 깨소금 뿌려주세요.#"
생선 없이도 깊은 맛이 나는 '백종원 무조림' 레시피,아무나, 작은 무 1/2개# 멸치 1줌# 대파 1대# 물 600ml# 간장 2/3컵(종이컵)# 고추가루 4T# 설탕 2T# 다진마늘 1T# 들기름 1T# 생강 약간#,"먼저 무를 반달모양으로 썰어 주시되 적당한 두께감으로 썰어주셔요무가 너무 두꺼우면 익지 않고 너무 얇으면 부서지기 쉬우니 적당한 두께로 썰어 주세요#대파도 송송송 썰어 준비합니다#냄비에 썰어 놓은 무와 멸치1줌과 물을 넣어 줍니다.물을 600ml 넣어 주었는데 계량기 없으시면 대충 무가 잠기도록 넣어주심 될것 같아요.#간장2/3컵, 고추가루4T, 설탕2T,다진마늘1T, 들기름1T, 대파, 생강을 넣고 센불에서 10분정도 끓여 줍니다.T:성인 숟가락 기준#끓이면서 나오는 거품은 걷어내주셔야 깔끔한 맛이 납니다.#어느 정도 익으면 양념이 잘 베이도록 가볍게 뒤적뒤적 해주시고 중불에서 잘 졸여주시면 끝!#생선 없이도 깊은 맛이 나는 밥도둑 백종원 무조림 완성입니다. 뜨끈한 밥과 함께 먹어보니 무만 넣었는데도 기대이상으로 넘 맛있더라구요!밥 한공기 뚝딱 했답니다^^#"
가지 맛있게 먹는 방법! 초대박 가지요리 레시피 가지탕수,중급, 가지 1개# 튀김가루# 다진양파 1/4개# 다진마늘 1작은술# 물# 케찹 2큰술# 물엿 2큰술# 굴소스 1큰술# 식초 1큰술# 설탕 1큰술#,"먼저 가지에 튀김가루를 뭍혀주시고, , 그 다음 튀김반죽에 뭍혀, 기름에 튀겨줍니다. 가지 튀겨서 먹으면, 진짜 맛있어요!!#다진마늘, 양파를 먼저 볶은후, 준비한 소스를 붓고 같이 졸여주세요.#다음 가지튀김을 넣고, 같이 볶아주시면 맛있는 가지탕수 완성.., 이거 진짜 맛있어요..흑흑.., 어떻게 표현할 방법이 읎네..., 꼭 해드시는거 강추합니다!!, 자세한 레시피는, 유튭 링크타고 들어와서 보시면 되요~~, 영상으로 보시는게 편하자나요!!#"
초간단 밥도둑 반찬! '깻잎스팸전'황금 레시피,아무나, 스팸 1캔# 계란 1개# 깻잎 약간# 밀가루 약간#,"스팸을 크게 4등분으로 나눈뒤 다시 2등분으로 나눠 줍니다.스팸을 한번 데쳐주면 불순물이 제거됩니다.#깻잎 앞뒷면에 밀가루를 얇게 발라줍니다.그 다음 스팸을, 깻잎으로 잘 감싸줍니다.#넓은 그릇에 계란물을 만들어 깻잎을 충분히 적셔줍니다. 스팸이 짭짤해서 계란에는 간을 하지 않아요.#깻잎 말린 끝이 바닥으로 가게 해서 달궈진 팬에 기름을 두르고 약불에서 구워주심 끝!!!#초간단 밥도둑반찬 깻잎스팸전 완성입니다^^#한개 먹어보니 깻잎의 향과 스팸,계란이 만나 넘 맛있어요. 반찬으로도 좋고 술안주로도 좋을듯 하네요#"
"브로콜리들깨볶음, 기분 좋은 고소한 맛",초급, 브로콜리 1개# 양파 1/2개# 들깨가루 1컵# 다시마물 1컵# 들기름 1T# 다진 마늘 1T# 액젓 1/2T#,"브로콜리를 줄기에서 떼어내, 먹기 좋은 크기로 적당히 썰어주세요.#펄펄 끓는 물(+소금 1/2T)에 브로콜리를 넣고 센불에서 30초 데쳐주세요.#그리고 찬물에 2,3 번 씻어, 물기를 빼주면 된답니다.#예열된 프라이팬에 들기름 1T을 두르고, 가늘게 채 썬 양파를 넣고 중불에서 1분 볶아주세요. (투명하게 익을 때까지)#여기에 브로콜리, 들깨가루, 액젓, 다진 마늘, 다시마물을 넣고 중불에서 10분 이상 볶으면서 졸여주면 끝.브로콜리의 식감이 살짝 물러질 때까지. 그리고 양념이 거의 다 없어질 때까지., #"
꼭 해드세요. 존맛임! 버터 스팸동 만들기,아무나, 흰쌀밥 1공기# 스팸 작은 캔 1/3개# 버터 1T# 간장# 간장 1/2T# 물 5T# 설탕 1/2T#,"먼저 스팸을 작은 큐브조각 모양으로 잘라줍니다.#밥에 버터, 간장을 넣고 비벼주세요.#스팸을 구워줍니다.#물, 간장, 설탕을 넣어 조려주세요#밥위에 얹어 완성해줍니다.#"
아빠 & 아이를 위한 고기완자,초급, 소고기다짐육 + 돼지고기다짐육 200~250g# 요리술 3T# 소금 1꼬집# 전분 3T# 간장 2T# 식초 2T# 설탕 2T# 물 2T# 식용유 4~5T# 양파 1/4개# 당근 1/4개#,"양파,당근을 잘게 썰어주세요., (양파만 넣어도 되지만 야채를 잘 안먹는 아이나 아빠를 위해, 당근 잔뜩 잘게 썰어 넣어주세요.)#다짐육, 당근,양파,소금 한꼬집,요리주1T정도 넣고 섞어주세요.#2번 재료 섞은걸 동그랗게 모양을 만들어주세요.#전분을 적량(2T정도) 묻혀주세요., 그릇에다가 전분을 넣고 그 위에 고기완자를 굴려주셔도 돼요!, (저는 고기완자 젓가락으로 굴렸어요!)#식용유를 잔뜩 부어 튀기는 느낌으로 하면 훨씬 맛있지만, 아이 먹일때는 튀김요리 꺼리시는 분들이 많아, 기름을 넉넉하게 하되 튀김처럼 많이 붓지 않는게 좋아요!, 식용유 4~5T 넣고 고기완자를 튀기듯 구워주세요.#구운 고기완자를 그릇에다가 일단 두셔요.#간장,설탕,식초,요리주를 넣고 끓여주세요.#7번 소스가 어느정도 끓었다싶을때 물&전분 섞은걸 넣어주세요.물2:전분1 비율이 제일 맛있어요.#아이도 아빠도 좋아하는 고기완자 완성입니다!#"
아침국으로...두부김치계란탕,아무나, 계란 3개# 소금 3꼬집# 대파 초록부분 1/2대# 다진 김치 1컵# 양파 1/4개# 참기름 1/2큰술# 두부 200g# 다시마 멸치육수 3컵# 국간장 1큰술# 소금 약간# 후추 약간#,"계란 3개, 소금 3꼬집, 대파 초록부분 1/2대를 쏭쏭 썰어 넣고 고루 잘 풀어 줍니다.#냄비에 다진 김치 1컵, 양파 1/4개를 다져 넣고 참기름 1/2큰술로 고르게 볶아 주었습니다.#참기름이 쏙 배도록 볶아지면 두부 200g을 넣고 으깨면서 고르게 볶아 줍니다.#그리고 다시마 멸치육수 3컵을 붓고.....#국간장 1큰술로 간을 하고 끓여 줍니다.#끓으면서 생기는 거품은 한번 걷어 주었습니다. 그럴필요 없다고 하는데 본능적으로 걷어내고 싶네요~~#그리고 준비한 계란을 한 곳에 붓지 마시고 계란이 큰덩이로 뭉치지않게 고르게 둘러주면서 끊어 붓고 크게 한번 휘~ 저어 끓여 줍니다.#부족한 간은 소금, 후추약간으로 해주세요~~#"
느타리버섯 볶음! 매콤한 버섯요리.,아무나, 느타리버섯 2팩 400g# 쪽파 4~5개# 청양고추 3개# 다진마늘 1T# 물엿 3T# 진간장 2T# 고추장 1T# 설탕 1/2T# 고추가루 1T# 참기름 1T# 깨소금 약간#,"버섯은 조리고나면 양이 많이 줄어서 2팩을 해도 양이 그리 많지 않네요. 쪽파대신 대파를 사용하셔도 상관없어요.#느타리는 밑동을 약간만 잘라주세요.#하나씩 떼지 말고 3~4개씩 뭉텅이로 떼어 주세요.#파와 청양고추는 잘게 다져주세요.#잘게 썬 파와 청양고추를 넣고#분량의 재료로 양념장을 만들어 주세요.#양념이 준비 되었으면 팬에 기름을 두르지 않고 느타리 버섯을 중강불 정도에서 구워 줍니다.#버섯이 노릇하게 구워 졌으면 양념장을 넣고 센불에서 , 조려주세요.#양념이 들어가면 버섯에서 수분이 빠져서 국물이 생기는데 국물이 없어질 때까지 조려줍니다.#바싹 졸여야 맛이 좋아요., 다 조려졌으면 불을 끄고 드시면 됩니다.#"
버그,,,
